1677994786|"ABERCROMBIE WOOL HOODED SWEATER COAT! NR!!"|19.49|18.99|2|NULL|finddeals|2001-12-21 13:00:16|2001-12-14 13:00:16|"This navy blue Abercrombie sweater coat retailed for $88! Get it for so much less, just in time for the holidays! It is hooded with ribbing, and has a belt that can be tied in the front or back! It has minor pilling which will easily come off with a defuzzer, or I use masking tape, which works great too! No reserve so have fun! Paypal and money orders only, to be recieved within 10 days of the auction's close. Use buy it now and I'll ship for FREE! Click on a picture to enlarge ') //-- ') //-- ') //-- Payment Details See item description and Payment Instructions, or contact seller for more information. Payment Instructions See item description or contact seller for more information."
1677982640|"New Boys Firechief Boots Size 3"|17.98|17.98|0|85.58|deb9484|2001-12-21 12:21:02|2001-12-14 12:21:02|".titledata { font-family: verdana, sans-serif; font-size:18px; color:#FFFFFF; } .description { font-family: verdana, sans-serif; color:#000000; } .link { font-family: verdana, sans-serif; font-size:13px; underline; } HR { color: #000000; } New Boys Firechief Boots Size 3 Click image to view larger version This pair of Western Chief Firechief Rubber boots are genuine and authentic boots has the handles on the sides for easy on - Has the steel shank - Junior boys size 3 - color royal blue with red and yellow - Boots have the material insulation lined inside and inner soles can be removed - Overall height from top to bottom 8.5 inches - Retails for $24.98 .. Thank You for Looking! Happy Bidding!!!!!! Have a Blessed and Safe Day!!! Payment I accept the following forms of payment: PayPal, Visa/Master Card, American Express, Discover, Money Order. Click image to view larger version Low cost image hosting and full service auction management solutions: AuctionWatch"
1678045423|"NYC MOSSIMO WNS SHINY BLACK BIKER VEST S"|6.99|6.99|0|NULL|gothamcityonline.com|2001-12-19 15:46:51|2001-12-14 15:46:51|"Click above photo for greater detail. Browse our photo gallery and search thousands of auctions by size, brand and style with the Ultimate Auction Search only at Gotham City Online. Charity Corner Gotham City Online is the premier charitable retailer in New York City . From our daily pick-up service, to real-time inventory tracking to e-fulfillment, we provide a suite of sophisticated, scalable services that enable us to raise thousands of dollars a month for charities. Thank you for your support. Gotham City in New York 390 Broadway, 4th Floor New York, NY 10013 Gotham City in New Jersey 800 31st Street Union City, NJ 07087 (open to the public) NYC MOSSIMO WNS SHINY BLACK BIKER VEST S Brand: Mossimo Material: Appears to be Nylon Color: Black Condition: Like new. Size: Small Measurements: Bust: 34"" Length: 19"" Details: Vests are hot this season! Biker style vest with two flap pockets and two zipper pockets. Fully lined. Medium weight. Shipping & Handling We proudly ship worldwide . All items are professionally packed in sturdy boxes. We welcome AK/HI, PO and APO/FPO shipments. For your convenience we combine orders to save you money. Save 25% on combined shipping if you win 2 items on the same day, and save 50% if you win 3 or more items (excluding mixed lots). Items are usually shipped within 3 days of payment. Domestic tracking and insurance i! s available at checkout. Domestic shipping is $5.75. Canadian shipping is $8.63. Worldwide shipping is $11.50. _ Payment For your convenience, our checkout process is automated. All winning bidders will receive a personalized checkout email within several hours of auction close. We accept Mastercard & Visa (domestic only), Check, Money Orders and PayPal. Satisfaction Guarantee Your satifaction is our number one goal. Any purchase with tags attached may be returned. In the unusual event of an improper description, a cash refund will be issued. All other returns are eligible for a merchandise credit. All items are prepared in accordance with ebay policies. Good luck with your bidding! ____ 56236 Free Honesty Counters powered by Andale! Visit GothamCityOnline.com today! Payment Details See item description and Payment Instructions, or contact seller for more information. Payment Instructions See item description or contact seller for more information."
1678011663|"WOMENS/TEENS/JRS. OUTFIT LEI JEANS/TOP 28x30"|9.99|9.99|0|51.04|wyatt48|2001-12-19 13:55:22|2001-12-14 13:55:22|NULL
1677942389|"Sexy *LED ZEPPELIN* rhinestone jeweled shirt"|19.00|19.00|0|103.60|freak-bootique|2001-12-21 10:13:37|2001-12-14 10:13:37|"BRAND SPANKIN NEW *LED ZEPPELIN* DESIGNER T-SHIRT IS JEWELED WITH SPARKLING SWARVOSKI RED CRYSTAL RHINESTONES!FOR THOSE OF YOU WHO ARENT FAMILIAR WITH SWARVOSKI RHINESTONES,THEY ARE THE BEST QUALITY, MOST SPARKLY RHINESTONES MONEY CAN BUY. I KNOW YOU CANT SEE MUCH SPARKLE IN THESE PICTURES, BUT THIS BABY SHINES LIKE RUBIES! SIZE ONE SIZE FITS ALL MEASURES 18"" ACROSS, AND 21"" IN LENGTH- THIS WILL FIT UP TO A 36c PERFECTLY. SUPER SOFT STRETCH COTTON SHIRT HAS A SEXY TIGHT FIT. VERY FORM FITTING. CHECK OUT MY STORE AUCTIONS FOR MORE STYLES AND SIZES. Free Honesty Counters powered by Andale! Visit the FREAK BOOTIQUE today! Payment Details See item description and Payment Instructions, or contact seller for more information. Payment Instructions SATISFACTION GUARANTEED, REFUND OR EXCHANGE GIVEN ONLY WITH REASONABLE EXPLANATION."
1678063149|"*NWT $198. VIVIENNE TAM SNAKESKIN PANTS Sz1 *"|49.99|49.99|0|NULL|torty-fly|2001-12-21 16:55:53|2001-12-14 16:55:53|"I love these pants and I hate whoever is the lucky winner of them ;) The material is amazing! Soooo pretty! AGAIN! I bought these sexy pants off ebay but they were too big for me :( I usually wear a 0/1 but I think they would fit a 2 or even 3 better - but check the measurements. Here is the oringinal listing for them. Description This is a brand new with tags pair of Vivienne Tam low rise, ""Snakeskin"" pants. These gorgeous pants are 100% polyester with coated 100% pvc dots. They have an array of colors, brown, yellow, and deep red. These pants have two side pockets, and a front zipper closure. Waist 30"" hip 36"" rise 8"" inseam 31"". Stay tuned for other ebay items that were too big for me ;) Payment also by paypal (non-credit card payments only) Click on a picture to enlarge ') //-- ') //-- ') //-- Free Honesty Counters powered by Andale!"
1678069759|"MARGARET J BLUE/GREEN SHOES. 8 1/2 M"|14.95|14.95|0|NULL|ritasfinds|2001-12-21 17:12:57|2001-12-14 17:12:57|"These glamourous and colorful, Spanish made, leather shoes have a 1 1/4""heel. They are decorated with leather, multicolored fish. They are perfect for resort or cruise wear. Very good condition. Buyer pays shipping costs of $4.65. I accept PayPal, personal checks or money orders."
1678028110|"Girls, sz. 13 Black dress shoes-NICE!!"|1.99|1.99|0|4.71|dawnsbargains@aol.com|2001-12-19 14:49:58|2001-12-14 14:49:58|"Girls, sz. 13 Black dress shoes-NICE!! Girls black dress shoes from HIGH LIGHTS. Features buckle on sides. One area of scuff marks noted on the right heel, but otherwise in very good condition. Buyer pays shipping and handling of $5.00. Insurance of $1.10 and $.40 delivery confirmation is optional. Please request insurance if necessary as I cannot be responsible for items once they are mailed. 7.25% sales tax for Nevada residents. Shipping to the U.S. only. I accept Paypal, cashiers check or money order. Payments must be received within 10 days following the end of the auction unless other arrangements are made. Please check out my other auctions to combine on shipping. Thank-you and happy bidding! Condition: Very Good_ andale andalesell Payment Options: _ Money Order / Cashier's Check , PayPal Shipping Options: _ See item description for Shipping Charges. I will ship to: USA Use the REAL selling tools a million sellers do - Andale!"
1678030082|"TOMMY HILFIGER long sleeve size LARGE"|4.99|4.99|0|NULL|mckinley41@cs.com|2001-12-17 14:56:43|2001-12-14 14:56:43|"This authentic Tommy Hilfiger long sleeve shirt, size large, is like new. It has no holes or stains. The shirt is maroon and it has a green and gold paisley print. High bidder pays $4.00 shipping. Good luck bidding and check out my other auctions. PAY WITH PAYPAL."
1677945521|"*Lucky Brand* jeans size 30 *EXCELLENT*"|5.99|5.99|1|NULL|libbyhall|2001-12-17 10:23:46|2001-12-14 10:23:46|"These lucky brand jeans are a size 30 and in excellent condition. They are the faded out type. I hardly ever wore them. The only place that shows any wear are the bottoms, but even there you have to look close to see. Please feel free to email me any questions you might have. I except paypal, billpoint, money order or personal check (please allow 10 days to clear). Add $5.50 shipping. Thank you and happy bidding:)"
